date,temp_max,temp_min,precipitation,destination
2022-01-01,26.9,8.0,0.0,Marrakech
2022-01-02,25.1,6.5,0.0,Marrakech
2022-01-03,24.2,6.5,0.0,Marrakech
2022-01-04,21.8,6.1,0.0,Marrakech
2022-01-05,19.3,7.7,0.6,Marrakech
2022-01-06,19.5,4.9,0.0,Marrakech
2022-01-07,18.9,7.3,0.0,Marrakech
2022-01-08,22.4,4.6,0.0,Marrakech
2022-01-09,23.1,4.7,0.0,Marrakech
2022-01-10,20.8,4.7,0.0,Marrakech
2022-01-11,17.0,7.1,0.0,Marrakech
2022-01-12,21.8,3.9,0.0,Marrakech
2022-01-13,22.6,3.5,0.0,Marrakech
2022-01-14,22.4,6.6,0.0,Marrakech
2022-01-15,21.9,5.8,0.0,Marrakech
2022-01-16,22.3,4.6,0.0,Marrakech
2022-01-17,20.8,5.1,0.0,Marrakech
2022-01-18,20.3,6.0,0.0,Marrakech
2022-01-19,21.9,4.2,0.0,Marrakech
2022-01-20,21.4,4.6,0.0,Marrakech
2022-01-21,23.7,5.7,0.0,Marrakech
2022-01-22,27.7,10.2,0.2,Marrakech
2022-01-23,23.4,10.3,0.0,Marrakech
2022-01-24,20.5,8.1,0.1,Marrakech
2022-01-25,18.2,8.9,14.8,Marrakech
2022-01-26,16.6,7.1,4.7,Marrakech
2022-01-27,20.2,5.0,0.0,Marrakech
2022-01-28,20.1,8.9,0.9,Marrakech
2022-01-29,23.1,9.7,0.0,Marrakech
2022-01-30,26.0,8.1,0.0,Marrakech
2022-01-31,25.5,10.6,0.8,Marrakech
2022-02-01,25.6,9.1,0.0,Marrakech
2022-02-02,26.3,5.3,0.0,Marrakech
2022-02-03,26.4,8.7,0.0,Marrakech
2022-02-04,25.6,10.1,0.1,Marrakech
2022-02-05,25.3,10.6,0.0,Marrakech
2022-02-06,23.1,10.9,0.9,Marrakech
2022-02-07,26.1,9.3,0.0,Marrakech
2022-02-08,26.7,7.7,0.0,Marrakech
2022-02-09,26.5,8.0,0.0,Marrakech
2022-02-10,25.9,12.3,0.0,Marrakech
2022-02-11,18.7,7.6,1.1,Marrakech
2022-02-12,21.1,4.8,0.0,Marrakech
2022-02-13,22.0,5.0,0.0,Marrakech
2022-02-14,21.2,5.9,0.0,Marrakech
2022-02-15,20.7,7.4,0.0,Marrakech
2022-02-16,24.4,5.0,0.0,Marrakech
2022-02-17,25.3,5.4,0.0,Marrakech
2022-02-18,21.8,6.1,0.0,Marrakech
2022-02-19,20.1,10.7,0.1,Marrakech
2022-02-20,22.4,10.4,0.0,Marrakech
2022-02-21,25.7,8.9,0.0,Marrakech
2022-02-22,29.1,8.2,0.0,Marrakech
2022-02-23,28.5,13.3,3.3,Marrakech
2022-02-24,26.6,12.0,1.3,Marrakech
2022-02-25,24.8,11.3,0.6,Marrakech
2022-02-26,21.4,10.6,9.3,Marrakech
2022-02-27,17.9,11.2,6.9,Marrakech
2022-02-28,22.1,10.3,0.0,Marrakech
2022-03-01,24.6,9.7,0.0,Marrakech
2022-03-02,22.2,7.8,0.0,Marrakech
2022-03-03,21.3,6.8,0.0,Marrakech
2022-03-04,18.1,10.0,1.1,Marrakech
2022-03-05,18.2,6.0,0.0,Marrakech
2022-03-06,14.0,7.6,30.3,Marrakech
2022-03-07,17.6,5.9,0.0,Marrakech
2022-03-08,19.6,6.1,0.0,Marrakech
2022-03-09,22.4,5.5,0.0,Marrakech
2022-03-10,22.0,8.1,0.0,Marrakech
2022-03-11,23.2,5.8,0.0,Marrakech
2022-03-12,21.4,9.3,0.0,Marrakech
2022-03-13,22.1,8.9,0.0,Marrakech
2022-03-14,14.8,7.1,9.0,Marrakech
2022-03-15,17.7,3.3,8.6,Marrakech
2022-03-16,14.8,6.5,4.3,Marrakech
2022-03-17,16.9,9.3,0.5,Marrakech
2022-03-18,20.4,6.8,0.2,Marrakech
2022-03-19,23.5,7.5,0.0,Marrakech
2022-03-20,19.4,10.7,0.0,Marrakech
2022-03-21,20.8,11.2,0.0,Marrakech
2022-03-22,20.1,10.7,0.0,Marrakech
2022-03-23,18.5,8.9,9.6,Marrakech
2022-03-24,17.2,6.3,12.1,Marrakech
2022-03-25,18.0,7.0,3.8,Marrakech
2022-03-26,20.2,6.7,0.1,Marrakech
2022-03-27,25.5,7.4,0.0,Marrakech
2022-03-28,23.1,11.0,0.3,Marrakech
2022-03-29,19.9,11.3,4.8,Marrakech
2022-03-30,17.5,10.6,12.1,Marrakech
2022-03-31,19.9,9.0,0.0,Marrakech
2022-04-01,22.3,10.6,0.0,Marrakech
2022-04-02,25.0,8.6,0.0,Marrakech
2022-04-03,21.7,11.9,0.1,Marrakech
2022-04-04,15.9,9.7,8.5,Marrakech
2022-04-05,16.1,6.8,0.1,Marrakech
2022-04-06,18.1,7.9,1.5,Marrakech
2022-04-07,21.9,7.3,0.0,Marrakech
2022-04-08,25.6,8.7,0.0,Marrakech
2022-04-09,29.0,8.8,0.0,Marrakech
2022-04-10,32.3,11.6,0.0,Marrakech
2022-04-11,22.4,11.0,0.0,Marrakech
2022-04-12,22.3,12.4,1.4,Marrakech
2022-04-13,22.7,12.5,0.0,Marrakech
2022-04-14,26.3,8.4,0.0,Marrakech
2022-04-15,29.0,8.7,0.0,Marrakech
2022-04-16,33.0,10.8,0.0,Marrakech
2022-04-17,33.4,14.2,0.0,Marrakech
2022-04-18,32.4,14.5,0.0,Marrakech
2022-04-19,25.3,12.2,0.0,Marrakech
2022-04-20,21.5,9.3,0.0,Marrakech
2022-04-21,22.6,9.5,0.0,Marrakech
2022-04-22,22.6,7.8,0.0,Marrakech
2022-04-23,22.6,11.6,0.4,Marrakech
2022-04-24,21.9,11.9,0.0,Marrakech
2022-04-25,25.5,11.3,0.0,Marrakech
2022-04-26,25.9,13.1,0.0,Marrakech
2022-04-27,25.3,12.1,0.0,Marrakech
2022-04-28,26.1,12.1,0.0,Marrakech
2022-04-29,28.3,11.0,0.0,Marrakech
2022-04-30,30.8,11.8,0.0,Marrakech
2022-05-01,31.4,14.4,0.0,Marrakech
2022-05-02,27.6,13.8,0.0,Marrakech
2022-05-03,23.2,12.7,0.4,Marrakech
2022-05-04,24.8,11.0,0.0,Marrakech
2022-05-05,29.0,11.4,0.0,Marrakech
2022-05-06,33.8,12.2,0.0,Marrakech
2022-05-07,34.5,13.9,0.0,Marrakech
2022-05-08,37.3,15.0,0.0,Marrakech
2022-05-09,39.5,16.2,0.0,Marrakech
2022-05-10,37.2,19.1,0.0,Marrakech
2022-05-11,34.3,19.0,0.0,Marrakech
2022-05-12,33.4,19.9,2.7,Marrakech
2022-05-13,35.1,16.7,0.0,Marrakech
2022-05-14,31.3,18.9,0.0,Marrakech
2022-05-15,30.4,15.3,0.0,Marrakech
2022-05-16,33.1,16.2,0.0,Marrakech
2022-05-17,35.0,17.1,0.0,Marrakech
2022-05-18,36.2,17.1,0.0,Marrakech
2022-05-19,43.1,17.6,0.0,Marrakech
2022-05-20,39.0,22.1,0.0,Marrakech
2022-05-21,34.7,17.8,0.0,Marrakech
2022-05-22,34.5,17.0,0.0,Marrakech
2022-05-23,34.8,18.3,1.0,Marrakech
2022-05-24,30.0,16.7,0.0,Marrakech
2022-05-25,30.8,14.0,0.0,Marrakech
2022-05-26,35.3,16.7,0.0,Marrakech
2022-05-27,35.5,18.3,0.2,Marrakech
2022-05-28,33.1,19.6,0.1,Marrakech
2022-05-29,27.5,16.2,0.0,Marrakech
2022-05-30,29.9,14.2,0.0,Marrakech
2022-05-31,33.2,15.2,0.0,Marrakech
2022-06-01,32.2,16.2,0.0,Marrakech
2022-06-02,29.2,17.8,0.0,Marrakech
2022-06-03,29.3,17.0,0.0,Marrakech
2022-06-04,29.8,17.1,0.2,Marrakech
2022-06-05,33.5,15.8,0.0,Marrakech
2022-06-06,35.9,17.3,0.0,Marrakech
2022-06-07,35.9,19.6,0.0,Marrakech
2022-06-08,37.0,18.7,0.0,Marrakech
2022-06-09,38.8,19.4,0.0,Marrakech
2022-06-10,38.5,20.3,0.0,Marrakech
2022-06-11,42.2,21.2,0.0,Marrakech
2022-06-12,41.9,22.4,0.0,Marrakech
2022-06-13,37.7,25.2,0.0,Marrakech
2022-06-14,37.5,22.0,0.3,Marrakech
2022-06-15,32.9,24.3,0.1,Marrakech
2022-06-16,32.9,18.6,0.0,Marrakech
2022-06-17,38.9,19.6,0.2,Marrakech
2022-06-18,39.1,18.9,0.0,Marrakech
2022-06-19,38.3,20.8,0.0,Marrakech
2022-06-20,33.7,19.2,0.6,Marrakech
2022-06-21,30.8,19.4,0.0,Marrakech
2022-06-22,30.5,16.0,0.0,Marrakech
2022-06-23,30.8,16.0,0.0,Marrakech
2022-06-24,30.4,16.4,0.0,Marrakech
2022-06-25,31.2,16.7,0.0,Marrakech
2022-06-26,30.7,16.5,0.0,Marrakech
2022-06-27,29.7,15.0,0.0,Marrakech
2022-06-28,32.5,15.2,0.0,Marrakech
2022-06-29,31.5,16.4,0.0,Marrakech
2022-06-30,30.9,16.2,0.0,Marrakech
2022-07-01,31.5,15.7,0.0,Marrakech
2022-07-02,32.7,16.9,0.0,Marrakech
2022-07-03,33.7,17.9,0.0,Marrakech
2022-07-04,36.4,19.1,0.0,Marrakech
2022-07-05,35.7,19.5,0.0,Marrakech
2022-07-06,39.6,20.3,0.1,Marrakech
2022-07-07,44.1,22.1,0.0,Marrakech
2022-07-08,45.5,25.6,0.0,Marrakech
2022-07-09,45.1,25.3,0.0,Marrakech
2022-07-10,45.0,24.5,0.0,Marrakech
2022-07-11,44.2,23.9,0.0,Marrakech
2022-07-12,40.4,23.3,0.0,Marrakech
2022-07-13,45.5,23.1,0.0,Marrakech
2022-07-14,44.9,24.3,0.0,Marrakech
2022-07-15,42.4,24.2,0.0,Marrakech
2022-07-16,42.3,22.8,0.0,Marrakech
2022-07-17,41.3,23.2,0.0,Marrakech
2022-07-18,38.6,21.9,0.6,Marrakech
2022-07-19,41.6,25.2,0.1,Marrakech
2022-07-20,40.7,26.6,0.0,Marrakech
2022-07-21,43.8,24.8,0.0,Marrakech
2022-07-22,43.7,27.5,0.0,Marrakech
2022-07-23,43.3,26.1,0.0,Marrakech
2022-07-24,46.3,26.9,0.0,Marrakech
2022-07-25,45.0,31.0,0.0,Marrakech
2022-07-26,43.0,26.0,0.0,Marrakech
2022-07-27,39.2,24.0,0.0,Marrakech
2022-07-28,35.8,20.0,0.0,Marrakech
2022-07-29,37.4,20.7,0.0,Marrakech
2022-07-30,47.1,21.8,0.0,Marrakech
2022-07-31,46.4,24.6,0.0,Marrakech
2022-08-01,45.6,26.9,0.0,Marrakech
2022-08-02,45.1,31.5,0.0,Marrakech
2022-08-03,41.6,25.5,0.0,Marrakech
2022-08-04,42.3,22.3,0.0,Marrakech
2022-08-05,42.2,21.9,0.0,Marrakech
2022-08-06,41.7,22.6,0.0,Marrakech
2022-08-07,37.5,21.3,0.0,Marrakech
2022-08-08,36.4,19.2,0.0,Marrakech
2022-08-09,34.6,18.8,0.0,Marrakech
2022-08-10,34.9,19.3,0.0,Marrakech
2022-08-11,38.5,19.4,0.0,Marrakech
2022-08-12,41.9,23.1,0.0,Marrakech
2022-08-13,40.5,23.5,0.0,Marrakech
2022-08-14,35.6,22.5,0.0,Marrakech
2022-08-15,34.5,21.5,0.0,Marrakech
2022-08-16,33.0,19.2,0.0,Marrakech
2022-08-17,33.0,17.5,0.0,Marrakech
2022-08-18,37.7,17.7,0.0,Marrakech
2022-08-19,41.6,20.2,0.0,Marrakech
2022-08-20,42.9,23.9,0.0,Marrakech
2022-08-21,44.0,26.6,0.0,Marrakech
2022-08-22,43.0,24.4,0.0,Marrakech
2022-08-23,39.4,22.0,0.0,Marrakech
2022-08-24,35.6,21.3,0.0,Marrakech
2022-08-25,37.2,20.8,0.0,Marrakech
2022-08-26,35.9,20.3,0.0,Marrakech
2022-08-27,33.0,19.4,0.0,Marrakech
2022-08-28,33.9,18.7,0.0,Marrakech
2022-08-29,40.0,18.6,0.5,Marrakech
2022-08-30,32.0,25.1,0.0,Marrakech
2022-08-31,38.7,20.5,0.0,Marrakech
2022-09-01,38.0,23.7,0.1,Marrakech
2022-09-02,36.5,21.6,0.3,Marrakech
2022-09-03,33.2,20.5,0.0,Marrakech
2022-09-04,34.1,18.4,0.0,Marrakech
2022-09-05,35.0,18.7,0.0,Marrakech
2022-09-06,32.0,18.9,0.0,Marrakech
2022-09-07,33.9,18.0,0.0,Marrakech
2022-09-08,35.5,19.0,0.0,Marrakech
2022-09-09,37.3,18.9,0.0,Marrakech
2022-09-10,38.1,20.7,0.2,Marrakech
2022-09-11,41.9,24.4,0.4,Marrakech
2022-09-12,32.9,19.5,0.0,Marrakech
2022-09-13,30.5,19.4,0.0,Marrakech
2022-09-14,30.0,18.4,0.0,Marrakech
2022-09-15,29.7,19.8,0.0,Marrakech
2022-09-16,30.2,17.8,0.0,Marrakech
2022-09-17,31.3,17.7,0.0,Marrakech
2022-09-18,29.9,18.6,0.0,Marrakech
2022-09-19,29.8,20.0,0.0,Marrakech
2022-09-20,30.3,18.4,2.7,Marrakech
2022-09-21,32.8,17.1,0.1,Marrakech
2022-09-22,31.8,18.8,0.0,Marrakech
2022-09-23,31.7,17.7,0.0,Marrakech
2022-09-24,30.8,19.0,0.5,Marrakech
2022-09-25,22.0,17.4,12.8,Marrakech
2022-09-26,23.5,16.0,0.9,Marrakech
2022-09-27,27.1,15.3,0.0,Marrakech
2022-09-28,26.4,12.8,0.0,Marrakech
2022-09-29,25.8,13.8,0.0,Marrakech
2022-09-30,25.5,12.7,0.0,Marrakech
2022-10-01,28.8,12.5,0.0,Marrakech
2022-10-02,33.4,16.7,0.0,Marrakech
2022-10-03,34.3,15.3,0.0,Marrakech
2022-10-04,33.2,15.9,0.0,Marrakech
2022-10-05,31.3,16.7,0.0,Marrakech
2022-10-06,34.1,16.2,0.0,Marrakech
2022-10-07,35.8,17.2,0.0,Marrakech
2022-10-08,35.5,19.6,0.0,Marrakech
2022-10-09,30.2,19.8,0.6,Marrakech
2022-10-10,27.7,16.9,0.0,Marrakech
2022-10-11,25.3,15.5,4.4,Marrakech
2022-10-12,20.6,13.7,25.3,Marrakech
2022-10-13,23.9,11.6,0.0,Marrakech
2022-10-14,29.5,12.2,0.0,Marrakech
2022-10-15,31.9,16.3,0.0,Marrakech
2022-10-16,25.5,16.8,0.3,Marrakech
2022-10-17,33.7,15.6,0.0,Marrakech
2022-10-18,35.1,18.9,0.0,Marrakech
2022-10-19,34.3,15.4,0.0,Marrakech
2022-10-20,33.2,17.1,0.0,Marrakech
2022-10-21,35.6,15.6,0.0,Marrakech
2022-10-22,35.5,18.9,0.0,Marrakech
2022-10-23,34.2,14.2,0.0,Marrakech
2022-10-24,35.6,13.0,0.0,Marrakech
2022-10-25,35.7,19.4,0.0,Marrakech
2022-10-26,35.3,16.7,0.0,Marrakech
2022-10-27,35.0,16.8,0.0,Marrakech
2022-10-28,34.1,13.1,0.0,Marrakech
2022-10-29,34.5,15.6,0.0,Marrakech
2022-10-30,33.7,17.0,0.0,Marrakech
2022-10-31,33.0,15.3,0.0,Marrakech
2022-11-01,30.9,16.6,0.0,Marrakech
2022-11-02,30.5,17.2,0.0,Marrakech
2022-11-03,29.2,14.4,0.0,Marrakech
2022-11-04,28.9,14.6,0.0,Marrakech
2022-11-05,28.6,13.6,0.0,Marrakech
2022-11-06,29.0,13.9,0.0,Marrakech
2022-11-07,29.6,13.1,0.0,Marrakech
2022-11-08,29.1,13.3,0.0,Marrakech
2022-11-09,27.7,11.9,0.0,Marrakech
2022-11-10,26.9,11.2,0.0,Marrakech
2022-11-11,28.0,10.7,0.0,Marrakech
2022-11-12,31.7,12.0,0.0,Marrakech
2022-11-13,30.3,13.9,0.0,Marrakech
2022-11-14,30.0,12.1,0.0,Marrakech
2022-11-15,29.6,11.4,0.0,Marrakech
2022-11-16,27.4,11.2,0.0,Marrakech
2022-11-17,26.4,11.4,0.0,Marrakech
2022-11-18,23.2,12.5,0.5,Marrakech
2022-11-19,21.2,10.9,0.0,Marrakech
2022-11-20,23.0,7.7,0.0,Marrakech
2022-11-21,25.9,10.0,0.0,Marrakech
2022-11-22,25.1,8.3,0.0,Marrakech
2022-11-23,25.5,10.3,0.0,Marrakech
2022-11-24,27.4,10.1,0.0,Marrakech
2022-11-25,28.4,11.9,0.0,Marrakech
2022-11-26,28.8,9.7,0.0,Marrakech
2022-11-27,28.9,10.4,0.0,Marrakech
2022-11-28,26.6,9.1,0.0,Marrakech
2022-11-29,25.2,8.4,0.0,Marrakech
2022-11-30,23.8,6.4,0.0,Marrakech
2022-12-01,19.5,7.9,7.8,Marrakech
2022-12-02,18.7,11.1,9.1,Marrakech
2022-12-03,19.4,12.1,0.4,Marrakech
2022-12-04,22.4,11.6,0.0,Marrakech
2022-12-05,19.4,9.6,0.2,Marrakech
2022-12-06,20.4,10.3,0.0,Marrakech
2022-12-07,22.0,10.3,0.2,Marrakech
2022-12-08,19.4,13.0,7.9,Marrakech
2022-12-09,20.3,11.6,0.8,Marrakech
2022-12-10,20.8,10.0,0.0,Marrakech
2022-12-11,23.1,10.8,0.3,Marrakech
2022-12-12,23.4,12.2,0.0,Marrakech
2022-12-13,26.8,12.2,0.0,Marrakech
2022-12-14,26.0,12.0,23.8,Marrakech
2022-12-15,18.9,9.5,1.0,Marrakech
2022-12-16,19.3,11.3,0.8,Marrakech
2022-12-17,19.4,9.2,0.0,Marrakech
2022-12-18,22.0,7.3,0.0,Marrakech
2022-12-19,23.0,8.1,0.0,Marrakech
2022-12-20,22.9,7.9,0.0,Marrakech
2022-12-21,21.9,6.9,0.0,Marrakech
2022-12-22,22.6,7.0,0.0,Marrakech
2022-12-23,23.6,8.2,0.0,Marrakech
2022-12-24,23.8,8.3,0.0,Marrakech
2022-12-25,23.8,8.5,0.0,Marrakech
2022-12-26,23.8,5.9,0.0,Marrakech
2022-12-27,23.2,4.1,0.0,Marrakech
2022-12-28,22.9,4.4,0.0,Marrakech
2022-12-29,23.3,5.8,0.0,Marrakech
2022-12-30,23.7,6.2,0.0,Marrakech
2022-12-31,22.9,8.4,0.0,Marrakech
2023-01-01,22.4,7.3,0.0,Marrakech
2023-01-02,22.0,6.8,0.0,Marrakech
2023-01-03,22.1,6.6,0.0,Marrakech
2023-01-04,21.8,6.2,0.0,Marrakech
2023-01-05,21.7,4.7,0.0,Marrakech
2023-01-06,21.4,5.1,0.0,Marrakech
2023-01-07,21.0,6.4,0.0,Marrakech
2023-01-08,21.5,5.2,0.0,Marrakech
2023-01-09,22.2,5.9,0.0,Marrakech
2023-01-10,23.1,6.5,0.0,Marrakech
2023-01-11,18.9,7.7,0.0,Marrakech
2023-01-12,20.0,6.6,0.0,Marrakech
2023-01-13,22.0,5.1,0.0,Marrakech
2023-01-14,22.7,7.8,0.0,Marrakech
2023-01-15,23.2,8.1,0.0,Marrakech
2023-01-16,19.9,6.2,0.0,Marrakech
2023-01-17,17.3,6.4,0.0,Marrakech
2023-01-18,16.9,8.7,0.1,Marrakech
2023-01-19,17.5,6.3,0.0,Marrakech
2023-01-20,18.4,2.4,0.0,Marrakech
2023-01-21,19.3,3.4,0.0,Marrakech
2023-01-22,19.6,6.9,0.0,Marrakech
2023-01-23,18.1,4.6,0.0,Marrakech
2023-01-24,16.8,1.9,0.0,Marrakech
2023-01-25,15.7,1.3,0.0,Marrakech
2023-01-26,15.8,0.2,0.0,Marrakech
2023-01-27,13.5,4.4,10.4,Marrakech
2023-01-28,14.6,2.8,0.0,Marrakech
2023-01-29,14.7,1.2,0.0,Marrakech
2023-01-30,16.9,1.2,0.4,Marrakech
2023-01-31,17.8,3.1,1.0,Marrakech
2023-02-01,16.3,4.8,0.0,Marrakech
2023-02-02,17.5,2.0,0.0,Marrakech
2023-02-03,18.6,1.0,0.0,Marrakech
2023-02-04,19.3,4.2,0.0,Marrakech
2023-02-05,20.4,2.2,0.0,Marrakech
2023-02-06,20.3,3.5,0.0,Marrakech
2023-02-07,16.9,5.7,0.2,Marrakech
2023-02-08,18.5,5.2,0.0,Marrakech
2023-02-09,21.6,6.5,0.1,Marrakech
2023-02-10,20.1,9.4,0.0,Marrakech
2023-02-11,22.8,5.8,0.0,Marrakech
2023-02-12,24.4,7.4,0.0,Marrakech
2023-02-13,25.0,7.0,0.1,Marrakech
2023-02-14,18.3,12.2,0.7,Marrakech
2023-02-15,13.9,6.6,8.7,Marrakech
2023-02-16,15.7,5.6,5.3,Marrakech
2023-02-17,18.2,12.2,0.2,Marrakech
2023-02-18,24.4,10.7,0.9,Marrakech
2023-02-19,23.6,7.6,0.0,Marrakech
2023-02-20,25.9,8.6,0.0,Marrakech
2023-02-21,28.0,9.3,0.0,Marrakech
2023-02-22,25.1,9.2,0.0,Marrakech
2023-02-23,22.4,8.7,3.8,Marrakech
2023-02-24,14.2,8.7,15.4,Marrakech
2023-02-25,16.1,5.5,0.0,Marrakech
2023-02-26,13.2,7.8,24.5,Marrakech
2023-02-27,17.2,8.8,10.5,Marrakech
2023-02-28,19.6,6.4,0.2,Marrakech
2023-03-01,18.4,10.1,0.9,Marrakech
2023-03-02,20.0,7.4,0.7,Marrakech
2023-03-03,19.8,11.5,1.2,Marrakech
2023-03-04,21.3,8.8,0.0,Marrakech
2023-03-05,23.7,9.8,0.0,Marrakech
2023-03-06,23.5,8.5,0.0,Marrakech
2023-03-07,25.3,10.2,0.0,Marrakech
2023-03-08,25.7,11.8,0.0,Marrakech
2023-03-09,26.2,11.4,0.0,Marrakech
2023-03-10,30.2,10.9,0.0,Marrakech
2023-03-11,32.7,11.1,0.0,Marrakech
2023-03-12,32.6,10.5,0.0,Marrakech
2023-03-13,30.5,12.3,0.0,Marrakech
2023-03-14,29.4,10.4,0.0,Marrakech
2023-03-15,33.0,11.3,0.0,Marrakech
2023-03-16,29.0,12.6,0.0,Marrakech
2023-03-17,25.6,11.6,0.4,Marrakech
2023-03-18,21.9,11.5,0.0,Marrakech
2023-03-19,22.8,7.7,0.0,Marrakech
2023-03-20,25.7,8.5,0.0,Marrakech
2023-03-21,27.8,10.5,0.0,Marrakech
2023-03-22,29.4,10.6,0.0,Marrakech
2023-03-23,31.2,11.2,0.0,Marrakech
2023-03-24,30.6,10.2,0.0,Marrakech
2023-03-25,32.4,10.9,0.0,Marrakech
2023-03-26,34.2,12.5,0.0,Marrakech
2023-03-27,34.2,14.2,0.0,Marrakech
2023-03-28,34.4,14.6,0.0,Marrakech
2023-03-29,36.2,15.5,0.0,Marrakech
2023-03-30,35.0,14.9,0.0,Marrakech
2023-03-31,32.6,13.8,0.0,Marrakech
2023-04-01,31.3,13.6,0.0,Marrakech
2023-04-02,29.6,12.8,0.0,Marrakech
2023-04-03,29.6,13.7,0.0,Marrakech
2023-04-04,22.1,10.7,4.2,Marrakech
2023-04-05,16.9,7.3,24.8,Marrakech
2023-04-06,24.6,9.6,0.0,Marrakech
2023-04-07,27.6,10.8,0.0,Marrakech
2023-04-08,27.7,14.2,1.0,Marrakech
2023-04-09,29.8,10.6,0.8,Marrakech
2023-04-10,30.8,11.9,0.0,Marrakech
2023-04-11,32.2,11.6,0.0,Marrakech
2023-04-12,31.5,13.2,0.0,Marrakech
2023-04-13,27.4,11.9,0.0,Marrakech
2023-04-14,29.7,10.6,0.0,Marrakech
2023-04-15,33.2,11.1,0.0,Marrakech
2023-04-16,34.9,12.1,0.0,Marrakech
2023-04-17,36.0,15.7,0.0,Marrakech
2023-04-18,31.1,15.7,0.4,Marrakech
2023-04-19,25.2,14.9,6.6,Marrakech
2023-04-20,27.0,14.0,0.0,Marrakech
2023-04-21,25.9,12.8,0.0,Marrakech
2023-04-22,27.8,11.8,0.0,Marrakech
2023-04-23,31.5,14.0,0.0,Marrakech
2023-04-24,35.8,14.2,0.0,Marrakech
2023-04-25,38.7,15.8,0.0,Marrakech
2023-04-26,39.7,21.0,0.1,Marrakech
2023-04-27,41.0,20.0,0.0,Marrakech
2023-04-28,35.6,21.0,0.0,Marrakech
2023-04-29,34.4,17.5,0.0,Marrakech
2023-04-30,32.8,18.7,0.0,Marrakech
2023-05-01,33.3,15.2,0.0,Marrakech
2023-05-02,37.9,16.1,0.0,Marrakech
2023-05-03,34.2,18.5,0.0,Marrakech
2023-05-04,32.1,16.7,0.0,Marrakech
2023-05-05,30.2,16.4,0.0,Marrakech
2023-05-06,28.9,14.4,0.0,Marrakech
2023-05-07,31.2,13.8,0.0,Marrakech
2023-05-08,35.6,15.4,0.0,Marrakech
2023-05-09,37.5,17.4,0.0,Marrakech
2023-05-10,37.6,17.7,0.0,Marrakech
2023-05-11,34.4,17.8,0.0,Marrakech
2023-05-12,32.0,15.6,0.0,Marrakech
2023-05-13,28.6,15.1,0.0,Marrakech
2023-05-14,29.2,12.8,0.0,Marrakech
2023-05-15,31.8,13.6,0.0,Marrakech
2023-05-16,28.4,14.2,0.2,Marrakech
2023-05-17,24.6,13.7,5.4,Marrakech
2023-05-18,22.5,12.3,1.8,Marrakech
2023-05-19,26.0,10.7,0.0,Marrakech
2023-05-20,26.8,12.3,0.0,Marrakech
2023-05-21,19.3,14.1,14.4,Marrakech
2023-05-22,24.0,11.7,0.4,Marrakech
2023-05-23,24.1,13.7,0.3,Marrakech
2023-05-24,27.6,12.8,0.0,Marrakech
2023-05-25,30.8,15.3,0.0,Marrakech
2023-05-26,26.6,16.9,1.5,Marrakech
2023-05-27,24.6,14.8,6.5,Marrakech
2023-05-28,25.4,15.1,4.2,Marrakech
2023-05-29,25.9,15.0,2.3,Marrakech
2023-05-30,27.9,13.6,0.5,Marrakech
2023-05-31,30.7,14.6,0.1,Marrakech
2023-06-01,29.5,15.7,0.0,Marrakech
2023-06-02,29.2,17.4,0.0,Marrakech
2023-06-03,29.6,17.3,0.0,Marrakech
2023-06-04,31.0,17.7,0.0,Marrakech
2023-06-05,31.7,17.4,0.0,Marrakech
2023-06-06,31.6,19.8,0.0,Marrakech
2023-06-07,33.9,18.5,0.0,Marrakech
2023-06-08,28.2,20.5,0.5,Marrakech
2023-06-09,29.4,16.2,0.0,Marrakech
2023-06-10,30.3,18.6,0.9,Marrakech
2023-06-11,32.6,17.1,0.0,Marrakech
2023-06-12,32.1,18.3,0.0,Marrakech
2023-06-13,29.8,17.1,0.0,Marrakech
2023-06-14,33.5,16.2,0.0,Marrakech
2023-06-15,38.1,18.2,0.0,Marrakech
2023-06-16,38.7,21.2,0.0,Marrakech
2023-06-17,35.0,19.5,0.0,Marrakech
2023-06-18,33.3,18.9,0.0,Marrakech
2023-06-19,31.9,17.7,0.0,Marrakech
2023-06-20,31.4,19.8,0.4,Marrakech
2023-06-21,32.3,19.1,0.0,Marrakech
2023-06-22,35.4,18.9,0.0,Marrakech
2023-06-23,38.1,20.6,0.0,Marrakech
2023-06-24,41.5,20.2,0.0,Marrakech
2023-06-25,45.4,22.6,0.0,Marrakech
2023-06-26,44.4,24.4,0.0,Marrakech
2023-06-27,45.1,26.3,0.0,Marrakech
2023-06-28,42.3,24.1,0.0,Marrakech
2023-06-29,39.1,21.4,0.0,Marrakech
2023-06-30,39.6,21.2,0.0,Marrakech
2023-07-01,38.7,19.8,0.0,Marrakech
2023-07-02,41.1,21.5,0.0,Marrakech
2023-07-03,40.0,22.2,0.0,Marrakech
2023-07-04,39.2,22.4,0.0,Marrakech
2023-07-05,39.5,22.0,0.0,Marrakech
2023-07-06,39.0,22.4,0.0,Marrakech
2023-07-07,34.0,19.2,0.0,Marrakech
2023-07-08,34.8,18.6,0.0,Marrakech
2023-07-09,36.9,19.8,0.0,Marrakech
2023-07-10,43.3,21.0,0.0,Marrakech
2023-07-11,45.9,24.1,0.0,Marrakech
2023-07-12,45.7,25.8,0.0,Marrakech
2023-07-13,46.0,24.6,0.0,Marrakech
